Fund Manager,APIR,Name,Performance Fee,Management Fee,Admin Fee,Buy/Sell Spread,NAV,Performance,Asset Allocation,Ranges,Top Holdings,Bottom Holdings,Class Size,Fund Sizr,Strategy Size
alphinity,HOW0164AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,ties 80 ,"{""0"": {""0"": ""estimated by the market, allowing an investor to exploit this inefficiency to create outperformance. ""}, ""1"": {""0"": ""Alphinity seeks to invest in companies with underestimated earnings potential. Specifically, the process ""}}","{""0"": {""0"": ""risk, addressing the rare situation where our conviction on individual stocks might produce a portfolio "", ""1"": null}, ""1"": {""0"": ""with significant currency exposures (relative to the index). "", ""1"": null}, ""2"": {""0"": null, ""1"": ""Strategic asset ""}, ""3"": {""0"": ""Max (%) "", ""1"": null}, ""4"": {""0"": null, ""1"": ""allocation ranges ""}, ""5"": {""0"": ""100 "", ""1"": null}}",Not Currently Available,Not Currently Available,Not Currently Available,ties 80 ,ties 80 ,Not Currently Available
alphinity,HOW0121AU,Not Currently Available,0.95,0.95,Not Currently Available,Not Currently Available,are 0.95,Not Currently Available,"{""0"": {""0"": ""Strategic asset "", ""1"": null, ""2"": null, ""3"": null}, ""1"": {""0"": null, ""1"": ""Asset class "", ""2"": ""Min (%) "", ""3"": ""Max (%) ""}, ""2"": {""0"": ""allocation ranges "", ""1"": null, ""2"": null, ""3"": null}, ""3"": {""0"": null, ""1"": ""Securities "", ""2"": ""90 "", ""3"": ""100 ""}, ""4"": {""0"": null, ""1"": ""Cash "", ""2"": ""0 "", ""3"": ""10 ""}, ""5"": {""0"": null, ""1"": ""These are asset allocation ranges for the Fund. If market movements, investments into or withdrawals from the Fund, or changes "", ""2"": null, ""3"": null}}",Not Currently Available,Not Currently Available,Not Currently Available,ties 90 ,ties 90 ,Not Currently Available
australianunity,WFS0486AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
australianunity,AUS0071AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
australianunity,AUS0037AU,Not Currently Available,0.30,0.6793,Not Currently Available,Not Currently Available,of 2.5,"{""0"": {""0"": ""Cash and other assets "", ""1"": ""43.00 "", ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null}, ""1"": {""0"": ""Class A cash reserve "", ""1"": ""18.17 "", ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null}, ""2"": {""0"": ""Total (T)/   "", ""1"": null, ""2"": ""115  "", ""3"": ""99.31  "", ""4"": ""11.27  "", ""5"": ""475.21  "", ""6"": ""8.82  ""}}","{""0"": {""0"": ""Cash and other assets "", ""1"": ""43.00 "", ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null}, ""1"": {""0"": ""Class A cash reserve "", ""1"": ""18.17 "", ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null}, ""2"": {""0"": ""Total (T)/   "", ""1"": null, ""2"": ""115  "", ""3"": ""99.31  "", ""4"": ""11.27  "", ""5"": ""475.21  "", ""6"": ""8.82  ""}}",Not Currently Available,Not Currently Available,Not Currently Available,"$5,000 ",has 20 ,June 1998
wavestonecapital,HOW0020AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
wavestonecapital,HOW0053AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
colonialfirststate,FSF0043AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
colonialfirststate,FSF0084AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
colonialfirststate,FSF0908AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
colonialfirststate,FSF1676AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
aberdeenstandard,CRS0005AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
aberdeenstandard,MGL0114AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
aberdeenstandard,CSA0131AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
aberdeenstandard,EQI0699AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
aberdeenstandard, ETL0032AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
aberdeenstandard,CRS0003AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
aberdeenstandard,CSA0135AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
aberdeenstandard,ETL0130AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
aberdeenstandard,EQI0015AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
aberdeenstandard,CSA0114AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
aberdeenstandard,CRS0001AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
aberdeenstandard,EQI0028AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
aberdeenstandard,ETL0032AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
aberdeenstandard,ETL0134AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
ampcapital,IPA0174AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
ampcapital,AMP2066AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
ampcapital,AMP9989AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
ampcapital,AMP8663AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
ampcapital,AAP0008AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
ampcapital,AMP1180AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
ampcapital,AMP0557AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
ampcapital,AMP0974AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
ampcapital,AMP6265AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
ampcapital,AMP1179AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
ampcapital,AMP1015AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
ampcapital,AMP0271AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
ampcapital,AMP1931AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
ampcapital,AMP0455AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
ampcapital,AMP0676AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
ampcapital,AMP7497AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
ampcapital,AMP1595AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
ampcapital,AMP0268AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
ampcapital,AMP0255AU,Not Currently Available,0.26,0.18,Not Currently Available,Not Currently Available,GTU0109,"{""0"": {""0"": ""Performance "", ""1"": ""Costs (%) "", ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}, ""1"": {""0"": ""Fees (%) "", ""1"": null, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}, ""2"": {""0"": null, ""1"": null, ""2"": ""Lonsec Retirement Managed Portfolios "", ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}, ""3"": {""0"": ""0.92 "", ""1"": null, ""2"": ""Lonsec Retirement Managed Portfolios \u2013 Conservative "", ""3"": ""0.92 "", ""4"": ""0.08 "", ""5"": ""N/A "", ""6"": ""0.11/0.13 "", ""7"": ""3 ""}, ""4"": {""0"": ""0.99 "", ""1"": null, ""2"": ""Lonsec Retirement Managed Portfolios \u2013 Balanced "", ""3"": ""0.99 "", ""4"": ""0.07 "", ""5"": ""N/A "", ""6"": ""0.14/0.16 "", ""7"": ""4 ""}, ""5"": {""0"": ""1.08 "", ""1"": null, ""2"": ""Lonsec Retirement Managed Portfolios \u2013 Growth "", ""3"": ""1.13 "", ""4"": ""0.11 "", ""5"": ""N/A "", ""6"": ""0.19/0.20 "", ""7"": ""6 ""}, ""6"": {""0"": null, ""1"": null, ""2"": ""InvestSense Managed Portfolios "", ""3"": null, ""4"": null, ""5"": null, ""6"": null, ""7"": null}, ""7"": {""0"": ""0.61 "", ""1"": null, ""2"": ""InvestSense Diversified Portfolio 2 "", ""3"": ""0.65 "", ""4"": ""0.15 "", ""5"": ""N/A "", ""6"": ""0.08/0.10 "", ""7"": ""3 ""}, ""8"": {""0"": ""0.66 "", ""1"": null, ""2"": ""InvestSense Diversified Portfolio 3 "", ""3"": ""0.73 "", ""4"": ""0.16 "", ""5"": ""N/A "", ""6"": ""0.10/0.11 "", ""7"": ""4 ""}}","{""0"": {""0"": ""Dimensional World Allocation 70/30 Trust "", ""1"": ""0.41 "", ""2"": ""Nil "", ""3"": ""N/A "", ""4"": ""0.10/0.10 "", ""5"": ""5 "", ""6"": null}, ""1"": {""0"": null, ""1"": null, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": ""RIM0025AU ""}, ""2"": {""0"": ""Russell Portfolio Series - Growth "", ""1"": ""0.92 "", ""2"": ""0.16 "", ""3"": ""N/A "", ""4"": ""0.18/0.17 "", ""5"": ""6 "", ""6"": null}, ""3"": {""0"": ""Vanguard Growth Index Fund "", ""1"": ""0.29 "", ""2"": ""0.11 "", ""3"": ""N/A "", ""4"": ""0.09/0.09 "", ""5"": ""5 "", ""6"": ""VAN0110AU ""}, ""4"": {""0"": ""Russell Multi-asset Growth Plus strategy "", ""1"": ""1.06 "", ""2"": ""0.32 "", ""3"": ""N/A "", ""4"": ""0.29/0.29 "", ""5"": ""6 "", ""6"": ""RIM0087AU ""}, ""5"": {""0"": ""Russell Multi-asset Growth strategy "", ""1"": ""0.92 "", ""2"": ""0.20 "", ""3"": ""N/A "", ""4"": ""0.23/0.24 "", ""5"": ""5 "", ""6"": ""RIM0098AU ""}, ""6"": {""0"": null, ""1"": null, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": ""Aggressive ""}, ""7"": {""0"": ""Vanguard High Growth Index Fund "", ""1"": ""0.29 "", ""2"": ""0.07 "", ""3"": ""N/A "", ""4"": ""0.08/0.08 "", ""5"": ""6 "", ""6"": ""VAN0111AU ""}, ""8"": {""0"": null, ""1"": null, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": ""Specialist ""}, ""9"": {""0"": null, ""1"": null, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": ""CRS0001AU ""}, ""10"": {""0"": ""Aberdeen Standard Multi Asset Income Fund "", ""1"": ""0.97 "", ""2"": ""Nil "", ""3"": ""N/A "", ""4"": ""0.60/0.57 "", ""5"": ""4 "", ""6"": null}, ""11"": {""0"": null, ""1"": null, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": ""CRS0002AU ""}, ""12"": {""0"": ""Aberdeen Standard Multi Asset Real Return Fund "", ""1"": ""1.22 "", ""2"": ""Nil "", ""3"": ""N/A "", ""4"": ""0.49/0.46 "", ""5"": ""4 "", ""6"": null}, ""13"": {""0"": ""Atrium Evolution Series Diversified Fund (5 Units) "", ""1"": ""2.13 "", ""2"": ""0.74 "", ""3"": ""N/A "", ""4"": ""Nil/Nil "", ""5"": ""2 - 6 "", ""6"": ""COL0029AU ""}, ""14"": {""0"": ""Atrium Evolution Series Diversified Fund (7 Units) "", ""1"": ""2.11 "", ""2"": ""0.74 "", ""3"": ""N/A "", ""4"": ""Nil/Nil "", ""5"": ""2 - 6 "", ""6"": ""COL0030AU ""}, ""15"": {""0"": ""Atrium Evolution Series Diversified Fund (9 Units) "", ""1"": ""2.11 "", ""2"": ""0.75 "", ""3"": ""N/A "", ""4"": ""Nil/Nil "", ""5"": ""2 - 6 "", ""6"": ""COL0031AU ""}, ""16"": {""0"": ""Barwon Global Listed Private Equity Fund "", ""1"": ""2.15 "", ""2"": ""0.16 "", ""3"": ""N/A "", ""4"": ""0.30/0.30 "", ""5"": ""7 "", ""6"": ""PIM7967AU ""}, ""17"": {""0"": ""BMO Pyrford Global Absolute Return Fund "", ""1"": ""0.90 "", ""2"": ""Nil "", ""3"": ""N/A "", ""4"": ""0.20/0.20 "", ""5"": ""3 "", ""6"": ""PER0728AU ""}, ""18"": {""0"": ""BlackRock Global Allocation Australian Fund "", ""1"": ""1.11 "", ""2"": ""Nil "", ""3"": ""N/A "", ""4"": ""0.30/0.30 "", ""5"": ""5 "", ""6"": ""MAL0018AU ""}, ""19"": {""0"": ""BlackRock Global Allocation Fund "", ""1"": ""1.30 "", ""2"": ""Nil "", ""3"": ""N/A "", ""4"": ""0.30/0.30 "", ""5"": ""5 "", ""6"": ""MAL0029AU ""}, ""20"": {""0"": null, ""1"": null, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": ""BLK0009AU ""}, ""21"": {""0"": ""BlackRock Global Multi-Asset Income Fund "", ""1"": ""0.75 "", ""2"": ""0.17 "", ""3"": ""N/A "", ""4"": ""Nil/Nil "", ""5"": ""5 "", ""6"": null}, ""22"": {""0"": null, ""1"": null, ""2"": null, ""3"": null, ""4"": null, ""5"": null, ""6"": ""BTA0318AU ""}, ""23"": {""0"": ""Pendal Monthly Income Plus Fund "", ""1"": ""0.65 "", ""2"": ""0.21 "", ""3"": ""N/A "", ""4"": ""0.27/Nil "", ""5"": ""3 "", ""6"": null}, ""24"": {""0"": ""Perpetual Wholesale Diversified Real Return Fund "", ""1"": ""0.91 "", ""2"": ""0.25 "", ""3"": ""N/A "", ""4"": ""0.10/0.11 "", ""5"": ""4 "", ""6"": ""PER0556AU ""}, ""25"": {""0"": ""PineBridge Global Dynamic Asset Allocation Fund "", ""1"": ""1.07 "", ""2"": ""0.04 "", ""3"": ""N/A "", ""4"": ""0.20/0.20 "", ""5"": ""6 "", ""6"": ""PER0731AU ""}, ""26"": {""0"": ""Schroder Multi-Asset Income Fund "", ""1"": ""0.60 "", ""2"": ""0.01 "", ""3"": ""N/A "", ""4"": ""0.18/0.18 "", ""5"": ""2 "", ""6"": ""SCH0096AU ""}, ""27"": {""0"": ""Schroder Real Return Fund "", ""1"": ""0.86 "", ""2"": ""Nil "", ""3"": ""N/A "", ""4"": ""0.20/0.20 "", ""5"": ""3 "", ""6"": ""SCH0047AU ""}}",Not Currently Available,"{""0"": {""0"": ""YTMAST "", ""1"": ""AST 5.75% 28/06/2022 "", ""2"": ""AUSNET SERVICES HOLDINGS ""}, ""1"": {""0"": null, ""1"": null, ""2"": ""DOWNER GROUP FINANCE ""}, ""2"": {""0"": ""YTMDO1 "", ""1"": ""DOW 4.50% 11/03/2022 "", ""2"": ""PTY ""}, ""3"": {""0"": ""YTMNA1 "", ""1"": ""NAB 4.00% 16/12/2021 "", ""2"": ""NATIONAL AUSTRALIA BANK ""}}",Not Currently Available,ETL0458,EQI0028,IPA0011
ampcapital,AMP0249AU,Not Currently Available,0.26,0.18,Not Currently Available,Not Currently Available,GTU0109,"{""0"": {""0"": ""(Performance Alignment) "", ""1"": null}, ""1"": {""0"": ""Solaris Core Australian Equity Retail Fund "", ""1"": ""WHT0012AU ""}, ""2"": {""0"": ""Nikko AM Australian Share Wholesale Fund "", ""1"": ""TYN0028AU ""}, ""3"": {""0"": ""Vanguard Australian Shares Index Fund "", ""1"": ""VAN0002AU ""}}","{""0"": {""0"": ""CRS0001AU "", ""1"": ""Aberdeen Standard Multi-Asset Income Fund ""}, ""1"": {""0"": null, ""1"": ""Aberdeen Standard Multi-Asset Real Return ""}, ""2"": {""0"": ""CRS0002AU "", ""1"": null}, ""3"": {""0"": null, ""1"": ""Fund\u02dc ""}, ""4"": {""0"": ""AMP1685AU "", ""1"": ""AMP Capital Multi Asset Fund - Class A ""}, ""5"": {""0"": ""MAL0029AU "", ""1"": ""BlackRock Global Allocation (Aus) Class S ""}, ""6"": {""0"": ""MAL0018AU "", ""1"": ""BlackRock Global Allocation Fund Class D ""}, ""7"": {""0"": ""PER0556AU "", ""1"": ""Perpetual Diversified Real Return Fund ""}}",Not Currently Available,Not Currently Available,Not Currently Available,ETL0458,EQI0028,HOW0098
ampcapital,AMP0577AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
ampcapital,AMP0681AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
ampcapital,AMP0981AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
ampcapital,HLR0003AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
ampcapital,HLR0001AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
ampcapital,HLR0006AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
ampcapital,HLR0022AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
ampcapital,HLR0007AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
ampcapital,HLR0023AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
ampcapital,NML0001AU,Not Currently Available,Not Currently Available,0.94,Not Currently Available,Not Currently Available,>75% 50,"{""0"": {""0"": ""performance-related "", ""1"": ""indirect costs "", ""2"": null}, ""1"": {""0"": null, ""1"": null, ""2"": ""expenses ""}, ""2"": {""0"": ""fee "", ""1"": null, ""2"": null}}","{""0"": {""0"": ""Asset class "", ""1"": ""Target asset "", ""2"": null}, ""1"": {""0"": null, ""1"": null, ""2"": ""Asset allocation range ""}, ""2"": {""0"": null, ""1"": ""allocation "", ""2"": null}, ""3"": {""0"": ""Direct property "", ""1"": "">75% "", ""2"": ""50% \u2013 100% ""}, ""4"": {""0"": ""AREITs "", ""1"": null, ""2"": ""0% \u2013 50% ""}, ""5"": {""0"": null, ""1"": ""<25% "", ""2"": null}, ""6"": {""0"": ""Cash "", ""1"": null, ""2"": ""0% \u2013 50% ""}}",Not Currently Available,Not Currently Available,Not Currently Available,"$2,050.4 million","$2,050.4 million","$2,050.4 million"
allangray,ETL4654AU,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available,Not Currently Available
allangray,ETL0060AU,Not Currently Available,0.77,0.75,Not Currently Available,+0.2 / -0.2%,ceed 100,"{""0"": {""0"": ""Performance fee "", ""1"": ""0.00% ""}, ""1"": {""0"": ""Other expenses "", ""1"": ""0.00% ""}}","{""0"": {""0"": ""3.  Listed securities "", ""1"": ""No more than 10% of the Fund\u2019s net asset value may be invested in securities which are not traded on  ""}, ""1"": {""0"": null, ""1"": ""or under the rules of a sharemarket, and only where there is an expectation that the securities will be  ""}, ""2"": {""0"": null, ""1"": ""listed or convertible into listed securities within 12 months of acquisition. ""}, ""3"": {""0"": ""4. Exposure "", ""1"": ""Allan Gray may not actively reduce the effective share exposure to below 90% of the Fund\u2019s net asset  ""}, ""4"": {""0"": null, ""1"": ""value. ""}, ""5"": {""0"": ""5. No leverage "", ""1"": ""The effective share exposure shall not exceed 100% of the Fund\u2019s net asset value. ""}, ""6"": {""0"": ""6. Options "", ""1"": ""No more than 5% of the Fund\u2019s net asset value may be invested in call options. ""}}",Not Currently Available,"{""0"": {""0"": ""Top 10 Holdings "", ""1"": ""60 "", ""2"": ""60 "", ""3"": ""50 ""}, ""1"": {""0"": ""Top 25 Holdings "", ""1"": ""90 "", ""2"": ""89 "", ""3"": ""79 ""}}",Not Currently Available,"AUD 1,831 million","AUD 1,831 million","AUD 1,831 million"
